attempted,calibration_source_sha256,cascade_lookback_bits,cascade_parity_bits,cascade_primary_bisection_bits,codebook_ids,dataset_id,denominator_included,dimension,epsilon_ec,failure_reason,frame_id,frame_len_symbols,key_dependent_disclosure_bits_total,ldpc_syndrome_bits,leakage_comparison_policy,mapping,method,n_pairs,pair_idx_sequence_sha256,plan_frame_id,public_control_bits_total,qualification_role,rate_ids,raw_ser,runtime_s,status,stratum_p,transcript_bytes_len,transcript_bytes_sha256,transcript_first_event_id,transcript_last_event_id,transcript_sha256,verification_invoked,verification_seed_id,verification_tag_bits,verification_tag_bits_component
True,0b9527725cb473fa37aa5676ecbe2b5fd4cef655fc813912f59cf2f9828b4a58,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.01,True,1024,5.421010862427522e-20,,synthetic_q1024_p001_qualification_f008,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p001_qualification_f008,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.09375,0.03200000000651926,verified_success,0.01,13614,c1faf7d31322386e0b048b89ce8ff6502953d99646542184e26d9f55ce381958,1,42,c1faf7d31322386e0b048b89ce8ff6502953d99646542184e26d9f55ce381958,True,78f45b93e5148dceaf92ec25d2bced4c4ff94e2de53841f7046d3a8c3f13dc1f,64,64
True,,16,75,20,,synthetic_p0.01,True,1024,5.421010862427522e-20,,synthetic_q1024_p001_qualification_f012,64,175,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p001_qualification_f012,1087,qualification,,0.0625,0.0,verified_success,0.01,43764,33cf8692a122360365651083380c9c06cddc81df8192d1d58efb61d6284b9d8e,1,128,33cf8692a122360365651083380c9c06cddc81df8192d1d58efb61d6284b9d8e,True,fc7ecbc7230ed1b2bdc8687199303bfa3c4314ef48b04d8f088635eec00b7512,64,64
True,0b9527725cb473fa37aa5676ecbe2b5fd4cef655fc813912f59cf2f9828b4a58,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.01,True,1024,5.421010862427522e-20,,synthetic_q1024_p001_qualification_f012,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p001_qualification_f012,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.0625,0.015000000013969839,verified_success,0.01,13614,13fb61b5d596471b6e3d904a230dae5b187e05e4238b5de9b14d04c6333230b8,1,42,13fb61b5d596471b6e3d904a230dae5b187e05e4238b5de9b14d04c6333230b8,True,fc7ecbc7230ed1b2bdc8687199303bfa3c4314ef48b04d8f088635eec00b7512,64,64
True,,77,75,60,,synthetic_p0.02,True,1024,5.421010862427522e-20,,synthetic_q1024_p002_qualification_f021,64,276,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f021,1087,qualification,,0.234375,0.0,verified_success,0.02,92781,c2812598d82b9f713a54975380f7a193f01f945d7105e220b8877acb1aa3eb6c,1,268,c2812598d82b9f713a54975380f7a193f01f945d7105e220b8877acb1aa3eb6c,True,696cc3026d464d5b079960c1b5733150ae640150e34dd79cbc7206f6ed513ab0,64,64
True,7627176cb87e4d587d9597f892e17f44b04d16bad0dfd59adfcdc37121204938,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.02,True,1024,5.421010862427522e-20,toeplitz_mismatch,synthetic_q1024_p002_qualification_f021,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f021,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.234375,0.015999999945051968,verify_failed,0.02,13614,f9b2dc43b8180bf4bd09c44b9af618176cfb2a86437c87df1e327d1053bdb3dc,1,42,f9b2dc43b8180bf4bd09c44b9af618176cfb2a86437c87df1e327d1053bdb3dc,True,696cc3026d464d5b079960c1b5733150ae640150e34dd79cbc7206f6ed513ab0,64,64
True,,40,75,66,,synthetic_p0.02,True,1024,5.421010862427522e-20,,synthetic_q1024_p002_qualification_f009,64,245,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f009,1087,qualification,,0.21875,0.0,verified_success,0.02,75982,632c2df0c808c5bc508530113e5fc9603851087ac6a6dbb0f0933ec581790ac0,1,220,632c2df0c808c5bc508530113e5fc9603851087ac6a6dbb0f0933ec581790ac0,True,d0b26ebac95aba986cfed3e2b37af65bb6528f4bb469348b985f6e9431da25ca,64,64
True,7627176cb87e4d587d9597f892e17f44b04d16bad0dfd59adfcdc37121204938,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.02,True,1024,5.421010862427522e-20,,synthetic_q1024_p002_qualification_f009,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f009,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.21875,0.015000000013969839,verified_success,0.02,13614,b0645aacc9d21d705ee432627ff4bc341069efe7c9221b1038e4fdb72f8be1f9,1,42,b0645aacc9d21d705ee432627ff4bc341069efe7c9221b1038e4fdb72f8be1f9,True,d0b26ebac95aba986cfed3e2b37af65bb6528f4bb469348b985f6e9431da25ca,64,64
True,,102,75,66,,synthetic_p0.02,True,1024,5.421010862427522e-20,,synthetic_q1024_p002_qualification_f020,64,307,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f020,1087,qualification,,0.25,0.015999999945051968,verified_success,0.02,108167,d66c1b6ae13a5a686ab948f794561535ef11104516db849e4a24581834a3daec,1,312,d66c1b6ae13a5a686ab948f794561535ef11104516db849e4a24581834a3daec,True,05e921c959e675cc5062505a013e505a6b5f737141de27dd0488ad3686f15bec,64,64
True,7627176cb87e4d587d9597f892e17f44b04d16bad0dfd59adfcdc37121204938,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.02,True,1024,5.421010862427522e-20,toeplitz_mismatch,synthetic_q1024_p002_qualification_f020,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f020,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.25,0.015000000013969839,verify_failed,0.02,13614,4df1b0cab5fb22f83ef1cf6e7f4cc7a030d993de8c3265149cc4e9597bda5f3f,1,42,4df1b0cab5fb22f83ef1cf6e7f4cc7a030d993de8c3265149cc4e9597bda5f3f,True,05e921c959e675cc5062505a013e505a6b5f737141de27dd0488ad3686f15bec,64,64
True,,24,75,38,,synthetic_p0.01,True,1024,5.421010862427522e-20,,synthetic_q1024_p001_qualification_f004,64,201,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p001_qualification_f004,1087,qualification,,0.125,0.0,verified_success,0.01,55686,490c147bc52e405aeecdb0b5a66904c06128dc7cf97844cc2f9ea2cb202f43bf,1,162,490c147bc52e405aeecdb0b5a66904c06128dc7cf97844cc2f9ea2cb202f43bf,True,988f35db97a3e3f2f5d1a512766b2d748c0b582b2b8862a37bfd2f624ec1c994,64,64
True,0b9527725cb473fa37aa5676ecbe2b5fd4cef655fc813912f59cf2f9828b4a58,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.01,True,1024,5.421010862427522e-20,,synthetic_q1024_p001_qualification_f004,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p001_qualification_f004,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.125,0.03200000000651926,verified_success,0.01,13614,8b8cffdaaff1cb3c4c79198796119fbeda7e05e5d240d4b1cd70d93c180496ba,1,42,8b8cffdaaff1cb3c4c79198796119fbeda7e05e5d240d4b1cd70d93c180496ba,True,988f35db97a3e3f2f5d1a512766b2d748c0b582b2b8862a37bfd2f624ec1c994,64,64
True,,28,75,43,,synthetic_p0.01,True,1024,5.421010862427522e-20,,synthetic_q1024_p001_qualification_f023,64,210,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p001_qualification_f023,1087,qualification,,0.125,0.0,verified_success,0.01,59859,3d0645808caa2bf15985008fd5ef48337428c50035873f5fabe683dfb2481c6e,1,174,3d0645808caa2bf15985008fd5ef48337428c50035873f5fabe683dfb2481c6e,True,9a40810ba276fce929256b8243f22d32573fbadafd34c58224df36c0b650a2e7,64,64
True,0b9527725cb473fa37aa5676ecbe2b5fd4cef655fc813912f59cf2f9828b4a58,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.01,True,1024,5.421010862427522e-20,,synthetic_q1024_p001_qualification_f023,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p001_qualification_f023,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.125,0.015000000013969839,verified_success,0.01,13614,ff0d9e142e0a11a98778f212d64fa98f22918b66c2fb60c37f89487f2aeffabf,1,42,ff0d9e142e0a11a98778f212d64fa98f22918b66c2fb60c37f89487f2aeffabf,True,9a40810ba276fce929256b8243f22d32573fbadafd34c58224df36c0b650a2e7,64,64
True,,32,75,62,,synthetic_p0.02,True,1024,5.421010862427522e-20,,synthetic_q1024_p002_qualification_f027,64,233,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f027,1087,qualification,,0.171875,0.0,verified_success,0.02,71055,52884a934fb0cbfb30cd841cfa1cc7dacc866330e4037e73b86ffb0f2963daf1,1,206,52884a934fb0cbfb30cd841cfa1cc7dacc866330e4037e73b86ffb0f2963daf1,True,7a8b0696eeddec5bbc11eb3b447df104386fc2d9f8f00f08db3c2349c24c255b,64,64
True,7627176cb87e4d587d9597f892e17f44b04d16bad0dfd59adfcdc37121204938,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.02,True,1024,5.421010862427522e-20,,synthetic_q1024_p002_qualification_f027,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f027,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.171875,0.015999999945051968,verified_success,0.02,13614,a60a9a4b9440942794676976d6fc3a85eaa6c961eb7ab3dc81d626e45f48bcf3,1,42,a60a9a4b9440942794676976d6fc3a85eaa6c961eb7ab3dc81d626e45f48bcf3,True,7a8b0696eeddec5bbc11eb3b447df104386fc2d9f8f00f08db3c2349c24c255b,64,64
True,,58,75,70,,synthetic_p0.02,True,1024,5.421010862427522e-20,,synthetic_q1024_p002_qualification_f018,64,267,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f018,1087,qualification,,0.203125,0.0,verified_success,0.02,87132,24bbae5d60cb226c0378034ad6cd9a70c2f6504cebff9d591cd347ac61627316,1,252,24bbae5d60cb226c0378034ad6cd9a70c2f6504cebff9d591cd347ac61627316,True,e256b47957c9f8b19f68ac92befd77090c3f8b536b54f263d8fec8fce3e8b74c,64,64
True,7627176cb87e4d587d9597f892e17f44b04d16bad0dfd59adfcdc37121204938,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.02,True,1024,5.421010862427522e-20,toeplitz_mismatch,synthetic_q1024_p002_qualification_f018,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f018,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.203125,0.015000000013969839,verify_failed,0.02,13614,783cec1bdfcd4a2232d4e4297c3dd0d4d2215350967a077d93cbddf8e07793eb,1,42,783cec1bdfcd4a2232d4e4297c3dd0d4d2215350967a077d93cbddf8e07793eb,True,e256b47957c9f8b19f68ac92befd77090c3f8b536b54f263d8fec8fce3e8b74c,64,64
True,,40,75,59,,synthetic_p0.02,True,1024,5.421010862427522e-20,,synthetic_q1024_p002_qualification_f029,64,238,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f029,1087,qualification,,0.15625,0.0,verified_success,0.02,73173,3684ed93ad2c58e82ec24b0a9258fbf74fb90f77914e503d93bced26f72dd4d3,1,212,3684ed93ad2c58e82ec24b0a9258fbf74fb90f77914e503d93bced26f72dd4d3,True,0a479eefa8c6d2323f81fdfe4b925816260ba8b6fd58c5b8b89ff0c3bc220e6a,64,64
True,7627176cb87e4d587d9597f892e17f44b04d16bad0dfd59adfcdc37121204938,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.02,True,1024,5.421010862427522e-20,toeplitz_mismatch,synthetic_q1024_p002_qualification_f029,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p002_qualification_f029,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.15625,0.015000000013969839,verify_failed,0.02,13614,add1173de386dd52252417572c3a03df9030ac3ebb58eeeffef8a1a0ba9f8228,1,42,add1173de386dd52252417572c3a03df9030ac3ebb58eeeffef8a1a0ba9f8228,True,0a479eefa8c6d2323f81fdfe4b925816260ba8b6fd58c5b8b89ff0c3bc220e6a,64,64
True,,12,75,28,,synthetic_p0.01,True,1024,5.421010862427522e-20,,synthetic_q1024_p001_qualification_f006,64,179,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p001_qualification_f006,1087,qualification,,0.078125,0.0,verified_success,0.01,45512,4d535914797fbd59bd384fcceff6de5fa11147be1e5e1693de332f5f533b6823,1,133,4d535914797fbd59bd384fcceff6de5fa11147be1e5e1693de332f5f533b6823,True,4476d7c45e0e2d0e9d4738b95196e059389cc46754863c42681585a592cd6e31,64,64
True,0b9527725cb473fa37aa5676ecbe2b5fd4cef655fc813912f59cf2f9828b4a58,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.01,True,1024,5.421010862427522e-20,,synthetic_q1024_p001_qualification_f006,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p001_qualification_f006,3583,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.078125,0.01600000006146729,verified_success,0.01,13614,6998d8bfb775da6985a957c3b14dec5f646c38cdf701ab3adb3392c51d1e6d1a,1,42,6998d8bfb775da6985a957c3b14dec5f646c38cdf701ab3adb3392c51d1e6d1a,True,4476d7c45e0e2d0e9d4738b95196e059389cc46754863c42681585a592cd6e31,64,64
True,,64,75,40,,synthetic_p0.01,True,1024,5.421010862427522e-20,,synthetic_q1024_p001_qualification_f001,64,243,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,synthetic_q1024_p001_qualification_f001,1087,qualification,,0.1875,0.0,verified_success,0.01,77322,07831e1402aa489f90d18875eaddae69243fc89d9b889481e52fc5251ca9dc02,1,224,07831e1402aa489f90d18875eaddae69243fc89d9b889481e52fc5251ca9dc02,True,ea91ca5378ba06c0a20455bf0c9271c46341bffc6c0adcf5c2821f6b961b0e35,64,64
