attempted,candidate_id,check_count,decoder_p,denominator_included,frame_id,iterations,key_dependent_disclosure_bits_total,policy_sha256,public_control_bits,public_control_bits_total,qualification_role,runtime_s,status,stratum_p,syndrome_disclosure_bits,transcript_event_count,transcript_sha256,verification_invoked,verification_seed_id,verification_tag_bits
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_001,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.203000000095926,decode_failed,0.3,320,2,432f72d07ae86f69d66e599f30aee2bb8cb7282a1d638daa2071bb399b1c5a4a,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_002,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.14000000001397,decode_failed,0.3,320,2,e84b3a9346cd1d2a4fce081571b5f8231f0417bed54f4bc3f27c401ce01799d6,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_003,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.155999999959022,decode_failed,0.3,320,2,0b1276b80542e2967c517a2816a16f939940511526f55f647266943fc6fe6987,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_004,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.140999999945052,decode_failed,0.3,320,2,37ad3e977b1e36a66cbbb81a31d9e23ece50c03da7bacf9eb5ec42cbb58a8b58,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_005,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.187000000034459,decode_failed,0.3,320,2,bebb4f361565cf85b302b79bd2cb12799272f947a3e2b1326f7087eda782abd0,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_006,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.187999999965541,decode_failed,0.3,320,2,dcd386f82693583d51875f5fd1c12b509a1d24ed9ede3e175560f795dc737077,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_007,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.202999999979511,decode_failed,0.3,320,2,f646f090abc271551af1b6c2b55bd90c56385127090940caa98f345a539a923e,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_008,4,384,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,703,703,development,1.0940000000409782,verified_success,0.3,320,3,3977a949e0fc1ca4546228037a1a8a557a13dedb0d54f2300dd5798cb205a223,True,f563ca358b6aebaaf214b522e4aa95e53ec317f4c252d0ca61b136370a6982db,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_009,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.172000000020489,decode_failed,0.3,320,2,ed1d1c96f4951509660e81b2531833cbef12bc9f4c80b696dce87fdc09f9af59,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_010,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.14000000001397,decode_failed,0.3,320,2,ea0f93225134a6344113702c688f7585aa0bf2799863f3691bbce1df64ba923d,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_011,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.202999999979511,decode_failed,0.3,320,2,d92ee180eba964d9e3dbb777bdbdd89aa7231b5377285250d0ccfe10e40c06e6,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_012,6,384,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,703,703,development,1.6089999999385327,verified_success,0.3,320,3,47ffd0306ccacdb95d41a17b1a5cd7f787ad2c54dad24dd70239d893cba766e1,True,8635e7808b4aa7ea3691ba52c1083263113f3741d1a136b3965d6ea3c69fc075,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_013,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.172000000020489,decode_failed,0.3,320,2,0415176cd73cae4b69e7eab50d50e8d16b460abf2f9ba899b8c5ecc3e84d0c4d,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_014,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.202999999979511,decode_failed,0.3,320,2,1967c0b33452fc46be85de25b3d790d79111f72a23b289ee98718efe7571ba3b,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_015,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.187999999965541,decode_failed,0.3,320,2,0414f34f19992eb01ed15670abde86bd7cc6753c3c304442e2c0faf7295d0713,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_016,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.170999999972992,decode_failed,0.3,320,2,dd8893125b31ee48d49f7b26f01e1c1861423233886ec361417c492186c88a3e,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_017,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.157000000006519,decode_failed,0.3,320,2,eb8670050c12975cc7e9d71c8b26e3e5ef5a0498ec4da014e64d9705bcffc6b7,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_018,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.202999999979511,decode_failed,0.3,320,2,32d987cea7b698dd1088af1c9124354a707816a84e0c257e6a7fcb0d7291ede4,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_019,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.172000000020489,decode_failed,0.3,320,2,75d384ef1ad3728833e20f4597192861373797853f4eaef4d1518c2ee7f1a0fb,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_020,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.202999999979511,decode_failed,0.3,320,2,3a2939401af19529713667c8909b73d7a5c32943c857ecb46c47a80844063cc0,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_021,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.219000000040978,decode_failed,0.3,320,2,cad1f75b17a7031e30f4c3263bdabede8569ca969d967967de1dcbd7a6c34c1d,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_022,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.170999999972992,decode_failed,0.3,320,2,6ae332ffc5935307e39e978f1e8f2b71ca500086bf350aa7857d0d362bbdf13f,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_023,20,320,605068c666f916741f80c268ea1d703f31642cf420c7c2f322735a6edc1d8c7b,0,0,development,5.23499999998603,decode_failed,0.3,320,2,9a6ed2804d834341c7d0ad427fa7f17d59a65d6f757f2a66dfa0dee0ccf70635,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_000,3,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,0.859000000054948,verified_success,0.2,320,3,210b00ba6dea8925a23b1af8d3e0edc482ece4e264e494af42ec7b3c72df3f77,True,b96054fb25b49756f4f5b7d695439a9ffed9395ac6eb7e9bf7b1cc4f679194b9,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_001,7,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,1.8599999999860302,verified_success,0.2,320,3,7de1b57b1d7a15616d0bb30bf949313bce9ea46b71b4765c99f2fc6f61932714,True,48015522cec3e119e9379f6c6911eba302a5d62606b71300bfdf410d4cd22c83,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_002,10,320,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,0,0,development,2.64000000001397,decode_failed,0.2,320,2,d7194a3ab79dea08e4bb9aa722c74656a5995da8b11fc7418e82c455bf971579,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_003,10,320,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,0,0,development,2.640999999945052,decode_failed,0.2,320,2,70b6872ae0103ea48ee36feed39c7969e154b807fb2603f90bb7c27a2826bd21,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_004,3,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,0.8900000000139698,verified_success,0.2,320,3,cf82a360f869abe1bef74dd4f7439006a8a13407b957be180bf9a464da1b877f,True,cc47c8e2a70d2e37005a83f21903240481cbc4eaca6afe1f8fe90a923ddbc618,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_005,4,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,1.1570000000065193,verified_success,0.2,320,3,9fff13f2311e256905b6062a4eb8e776654ff96f7c56057e972ac86e829a5a77,True,24fd97ad511d233afdfe402726e6f394cad5c7e0ede0f5a5b39b0462f4751fda,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_006,10,320,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,0,0,development,2.656000000075437,decode_failed,0.2,320,2,f426102b8e3dc097ebce01d751370e7c17ab4f561ea7ecd3dee1f94f975bb7fe,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_007,4,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,1.1089999999385327,verified_success,0.2,320,3,63a9b4db25e4c7b0412a796e1832cde6607df312fa5db838af6ba7e9ecb2e319,True,99113a172dc25f42865d7ebc29921de0a1041aac7dfdce7ccce944c7ffe3a5cc,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_008,10,320,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,0,0,development,2.625,decode_failed,0.2,320,2,bdcf44213c8a9d6b570d12a72311b0aed213a40910e04b6908b2352e6b961863,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_009,3,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,0.8440000000409782,verified_success,0.2,320,3,a44cd9dbfa27624d48f148dcf5c15f6d4725372441e221d72a421867ace6b47d,True,6386bec373120f8c57de7e77832b69d1caa568b661e8b1222f2eed401b3cd31e,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_010,3,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,0.8439999999245629,verified_success,0.2,320,3,2edeb1895c63047f996a3e9716755c55aae292a5258fe125b3b3173914554f58,True,a6cdc31bb00f2a5337f45e493d4f60a88d44bf58565ab32bca2e222c6f83a020,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_011,2,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,0.5940000000409782,verified_success,0.2,320,3,6e62a54cc1edd5234fcead346497d2eac3910b7591e17c266b15e95aedd750d5,True,451f1820bfe2037450142417acd492e1df7a307ed6093bc695c7ca3850a52c89,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_012,3,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,0.8429999999934807,verified_success,0.2,320,3,126eca4cd1b58bd7bcac8e833ac008c7c2f40304bac6d903a9f99a7b7911b4ad,True,3f411ca42ae7ee7f808b20ca8fcf3817453398e907068684f36bc25b8034bc0b,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_013,10,320,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,0,0,development,2.594000000040978,decode_failed,0.2,320,2,a98782fb2b24db13b065bc491ee77d486b794039a09b9212bdc39ffdbc5b7bed,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_014,3,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,0.8429999999934807,verified_success,0.2,320,3,4c05ea89cbcf716a320e3f7db59f73dc8bf4d9b523c420775841a9f5732568c6,True,5be763c03ce9926c6a1e9a3d8d678b6b35191993cd886a75bd17a0c587d4621b,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_015,3,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,0.8440000000409782,verified_success,0.2,320,3,6c88d4f1c11403c43119db9d20ab9c1a2653c1f691b882c992c5bdac64df06d7,True,68c9412238710f8c1699aec740918d936290ae8129964e2f87e4de179f3f78c2,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_016,10,320,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,0,0,development,2.64000000001397,decode_failed,0.2,320,2,c78c4f9b6db6f4fd86286d381ab76db1b09817b63745d8dcfae57cc610169f85,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_017,4,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,1.0940000000409782,verified_success,0.2,320,3,8d1de6a7404a566d61eff9a9aaf6d87cf62aeaa78fd5c5e9f85a06a8333a5c31,True,14c1ebf3a25a5bcea3a3096696cc71b09c8f5d1329a2e5c6c6a16fdcf17c04da,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_018,3,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,0.8440000000409782,verified_success,0.2,320,3,ffc7fc11949cb7ba3b6eaf4cf1054857541e18c4930fce114bb4dab6bae65d47,True,15966428efdd8bc6c97226c28dbb9f62770713d3ca69a7eb1f7c1ad3a11f0c58,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_019,5,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,1.3589999999385327,verified_success,0.2,320,3,0336c8bd1f9752f65d38c8b48506cc20d9e3eea52c00026bc8631934ca849468,True,380800588372c3351d71698a8bb45a423c3402c994f9850dd98c88c37738a6f7,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_020,4,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,1.0940000000409782,verified_success,0.2,320,3,020edb3c36ebbb21bd8885e4e95d26e5f8ae2d0a1d0f883f01c6de94442645f7,True,a8cecec695f183be3897b59ea1d1f8259aeb0bf1db0e6b56f34179f1b44b68e7,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_021,3,384,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,703,703,development,0.8439999999245629,verified_success,0.2,320,3,45925a4dcbb42a85820cc4585a3ddcfa90254bc6fc16d99a7373ce6c2b3748bf,True,b6011bf5725c12a4701642af0217ac6c9bb7148170ff58186e3e77ad4c756873,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_022,10,320,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,0,0,development,2.625,decode_failed,0.2,320,2,0e3915234e71348301d0a2c2a6d078eaf6f46e7ea250efcb4927757186a88ded,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_023,10,320,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,0,0,development,2.625,decode_failed,0.2,320,2,aa23b7b3adc6eb1643801171bc906d077e36c47bcfc5bae0c7836f63eba6d559,False,,0
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_000,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_001,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_002,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_003,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_004,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_005,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_006,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_007,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_008,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_009,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_010,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_011,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_012,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_013,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_014,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_015,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_016,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_017,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_018,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_019,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_020,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_021,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_022,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,,0.3,True,nbldpc_formal_v2_q1024_p30_development_023,0,0,b42d91f49f36f7ef26c1134a69bc0bc8b8de6d6a9513a3922440c54e99253692,,0,development,0.0,unsupported_domain,0.3,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_000,3,384,71fadf1a139d2f4456be7de9d59cd9317a7a5f817878a2b8f8ff1d6c527920ef,703,703,development,0.8439999999245629,verified_success,0.2,320,3,1002f29ad9f44c776564cbe1a03b390a25a5ccfb2ebd2766ce89f2513b552c1c,True,429875f89d73741e7c053187735a4bcc687c326ad0256bf8affd234e8f3a4cb5,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_001,7,384,71fadf1a139d2f4456be7de9d59cd9317a7a5f817878a2b8f8ff1d6c527920ef,703,703,development,1.859000000054948,verified_success,0.2,320,3,a26e64dd6448a0c2b9d15cd2b5d40cffd23e7f3878a4b2ba7ea1e45ae237bf7c,True,6ffc1fd0e03b43cd1899f41ff5b9dfe9e00c4cc3ee26f26912a45716e2d5f28b,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.2,True,nbldpc_formal_v2_q1024_p20_development_002,20,320,71fadf1a139d2f4456be7de9d59cd9317a7a5f817878a2b8f8ff1d6c527920ef,0,0,development,5.25,decode_failed,0.2,320,2,d7194a3ab79dea08e4bb9aa722c74656a5995da8b11fc7418e82c455bf971579,False,,0
