array_sha256,check_count,denominator_included,frame_id,iterations,key_dependent_disclosure_bits_total,policy_sha256,public_control_bits,public_control_bits_total,qualification_role,runtime_s,status,stratum_p,syndrome_disclosure_bits,transcript_event_count,transcript_sha256,verification_invoked,verification_seed_id,verification_tag_bits
73815d579bd766e0700f188dd0d1c381a54342a8fcc0590be93f6e43f4dc3dd5,32,True,nbldpc_formal_v3_q1024_p20_development_013,4,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.75,verified_success,0.2,320,3,c1114c305a8962723fd09a508aac278f5c7f49fc5e0931e4d72c63f9f33b0c05,True,55c9f85e7fe0f467783e13f55657d68d6b6d272eff46d535865cce72d1abc623,64
7ad19eb2b30e878276ee9daf614544714f2c4c60e984247a54b0db0c40b2bcd5,32,True,nbldpc_formal_v3_q1024_p20_development_014,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.625,verified_success,0.2,320,3,e449af0ba86c80c3179c3b3834d33d771ecb1280fe13c9c479afa6699df186ac,True,7c22ae6dfa0454157ca3674261eeef3e525db3012159d6375dae662a9bf64dbe,64
147593904d469ad0dc6229f3a69093d22e8c0a9f61d96524d46eca8b1bb11da9,32,True,nbldpc_formal_v3_q1024_p20_development_015,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.688000000023749,verified_success,0.2,320,3,df443f9a4924b1542d4da2db2789d4111bc26ef53aa266f850f1d030702a6886,True,7df462de27d1c34d0ea8fd5eddf77aa9e0eb3688737200e88bdf672dbd698ef9,64
51f5354ece7f202cd580f42a355e6667eec9c0b8f6c8c5c87a76c71cb4443324,32,True,nbldpc_formal_v3_q1024_p20_development_016,5,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,6.98399999999674,verified_success,0.2,320,3,e73b468a0a85cfeb540af4dd457c39e500a771aa4d622800d6223a1eb35d6203,True,c6078a943cd8bca199aa11fc7595addd27f001147d41e399339cce20d5c0d4ba,64
856ad3643c7415d643354214f203c5b74cc0dd7f4a83230c78aab7986628fbae,32,True,nbldpc_formal_v3_q1024_p20_development_017,4,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.76600000000326,verified_success,0.2,320,3,80161cd33a90b95010b70649990842fcdca6decf194b2d6bfcd39ef87c9fd75a,True,71413308e6fec2db98dfd3e9c1057c8c4a73f9ebfd8bce9f91527468644ec450,64
348555a1afaa02ff865391efe6cef99ab9d4481b669e8f91e826cb44321f9fcc,32,True,nbldpc_formal_v3_q1024_p20_development_018,2,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,3.125,verified_success,0.2,320,3,8baf880df77b7a05e845253c2a9cbc8a87fb82ca5f77ae3d9ea23ee345782adf,True,5be43e5583403fee12b4a21ab5c4eee1e74a894ac8af02f1f541c33b3d159719,64
b1dc0b2fda6fdd7dee12374b7a6314b37d5e08b5c1c1093fda573508bba7665a,32,True,nbldpc_formal_v3_q1024_p20_development_019,2,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,3.077999999979511,verified_success,0.2,320,3,fe4296e5e931a68d11023d2c71e94ee3968025607f7adc5cb916c690f6f8fb90,True,38153d64478a5bb8c3fb29a3d1761c4518b19d74f26f2fe1569ed855f4411f38,64
3f01f21a0eff05fbeaf8e748aad302a53392330c0e25ea482d6044c320c8efa9,32,True,nbldpc_formal_v3_q1024_p20_development_020,6,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,7.578000000037719,verified_success,0.2,320,3,faca2487695b971f551d8033f8fe6e9f396ac5d5129da67d2017154a1ade263c,True,f68bf3630b07915417fee03436f72299a170dcf7380d86c552c5786b280159ee,64
ccc89e07d2c313c1ef605510c9c5a473c65e761cdaf6af5b7386caa1f69170e1,32,True,nbldpc_formal_v3_q1024_p20_development_021,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.39100000000326,verified_success,0.2,320,3,e5fb0adc63288ed6852ff499c4d788761968ae573f02cfaca88b763232032b8b,True,c253c1128af1ec62df01ff608da60a291856821c570f64b2e7eaf3dcc1d73408,64
a419d063756b8d2c60909fe06b5c7219b435651c053241a871a0f09e9018df9a,32,True,nbldpc_formal_v3_q1024_p20_development_022,12,320,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,0,development,15.546999999962281,decode_failed,0.2,320,2,faeb548a707808b68fe7c4b523d565caedd244cc4463e5ebf8adc79aca0aa8df,False,,0
ea2400bea17457f6b5f71ff7b35d7df23858641d1f329a2cbfc97e51d5c9b16c,32,True,nbldpc_formal_v3_q1024_p20_development_023,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.437000000034459,verified_success,0.2,320,3,19ed9cc34a912129ca2a85da28a8b95970773a793ef33899e51c6a7fa69a6a03,True,46083a2928f896f0a84c48ade16d8dd561c0af00c5295ab6a98a581a92fcd8ce,64
897405c0221a591fe06be1f9f3e36a1e97f2e5ab9846e6bc2f2fdaef823cb06d,40,True,nbldpc_formal_v3_q1024_p30_development_000,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.0,verified_success,0.3,400,3,242edbb3181e64dcf6548dbc4eace8d888e57c88281bba39c138f794e79e16eb,True,c9a60491163f668c4fdf0101bd38cce3e82635f668b36cc173fcfa8d91c1fba9,64
83ddb6e56d8127f27a1600fcd30c37bf2592892fc356399267202596c2043523,40,True,nbldpc_formal_v3_q1024_p30_development_001,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.125,verified_success,0.3,400,3,a8cc3efdb61a8c75d41030d7cb53cb0941c44c57b1fa5635ac7da7d94ea9c764,True,252d9ef2df76b4c12b750213a4b0e0ae78b0334678de915691bff936ffe7bb5a,64
4efd5e4b957eead33499afcf0d2d5a6f942d36244f22c41b98c3c3a500e3d681,40,True,nbldpc_formal_v3_q1024_p30_development_002,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.0,verified_success,0.3,400,3,b53e2c96068a00ac4d87490b18a488684506e5f0f7af68a4c9cb056cf0f2be04,True,a26d1ce48dee2be6f8398bd57cf617a82266df686115e0069124906ac9274987,64
0f0babad1267b1b782670c478055fc8535897ad837acf09fbf2446c0f5aa7d51,40,True,nbldpc_formal_v3_q1024_p30_development_003,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.125,verified_success,0.3,400,3,57cdde982edc7af487be0e993bf76d6ad1e846855fc105b467802e4b119d9891,True,8548f8f33b85680f03682d97a270eee4faa7526fa7b7513aee67f905b5149125,64
c69af4ce5381c671e9e793fcece0f3293480cdc3e994f9627c319f759ce3d9eb,40,True,nbldpc_formal_v3_q1024_p30_development_004,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.063000000023749,verified_success,0.3,400,3,4b137d2f0e3a9d7fc2f174b6bce2be8576dbeb9cf1039db66b98b7118a96d738,True,9e0c30cf3bdc512ab922953d154f46a26b85eee76390520fe5340d1cdbf68a7f,64
3584187a3edfd2fd1424d94687faf7afcbbb03eab724644061eb10754b995acc,40,True,nbldpc_formal_v3_q1024_p30_development_005,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.98399999999674,verified_success,0.3,400,3,69a60b6b5371e3adae7a4b1850cbf8209db57b4f02e5fe7f3e2babfa70baadb3,True,8f6869eede7632f8311f35c350c009955d15b33b5c67af67c89b758fdb3fe6b4,64
2ff0d6593db36ceb0e8e7ab1d77f4dc493237a639ba0aa49f213b6c3d878465f,40,True,nbldpc_formal_v3_q1024_p30_development_006,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.0310000000172295,verified_success,0.3,400,3,445d1c65465391ffaf47c4807c0c0353d2b2cab64ec198c194ad898b8bb25de9,True,18d6f1d3bb3016d00b6aea1f4cca2ca7b9535e5651155ec1a7e2314597127cb7,64
e0864d8a9fa29e30a308f99389ebfa4423bce4dacbcadb8248da29dd96a1f666,40,True,nbldpc_formal_v3_q1024_p30_development_007,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.0,verified_success,0.3,400,3,e4dffb69b37570fd4ad545ab0bc8c04730c7874ecf16f90e55870860b16d504f,True,0961ab4f4cbbe54721792c84b612265adf6bfedb66fbc25e65cc012e3c88e6ee,64
898291cb1e62ab6032716ee26599a7c70546d12123616c40cf9d077685c50cfd,40,True,nbldpc_formal_v3_q1024_p30_development_008,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.0939999999827705,verified_success,0.3,400,3,632bb6e3363e5eb4e7d3942ded2c33535b7975789e21fdbc6f335554dbcf2742,True,134c8a7d2bb50ef39aedf41cb7216e4fbfd5e6abb3f59260f6d2cb9e2b475e8a,64
6b1ddc8fe0b95d582bbcc306a2d192b3a7f5044f181d76824be5c458cab2e072,40,True,nbldpc_formal_v3_q1024_p30_development_009,4,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,6.5,verified_success,0.3,400,3,383c5f3e86524a4fd2701f0dcbb2329e96236ccc48c63739c2a6d088e209ee57,True,7536b32d0f743abb006c661a5d5dfdb60d1dc110640cef0181f6eccc8081f53b,64
535270844b3b175b89cd6b0dfb187d173769203c50f0b957bf5bb4e5b6784624,40,True,nbldpc_formal_v3_q1024_p30_development_010,6,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,9.46799999999348,verified_success,0.3,400,3,e42b78efd3a53c2471543d3d6509e3092ad7b54a63b979d8323376901cb64a83,True,321b14fbd855d83283901e2a33acb6c2aa737cb428045bb3884486e25b5a7b61,64
6a37ee4b4e5d3dcf7558e105a8d0659ace9497c47a0e70b76516a2c8b5350c20,40,True,nbldpc_formal_v3_q1024_p30_development_011,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.077999999979511,verified_success,0.3,400,3,acd1e5ae7be38136f2be8d2cea296613e513ade74bc60ae3633f62b49efd0d7e,True,c604a34feb0e7e01e3ab0ec4f6b31affb84223777677cf8b64bcaac291195650,64
a87ee791e40a5ee71aac28e083e15307dbd1886ce7e82289c39ce4fdbaf91757,40,True,nbldpc_formal_v3_q1024_p30_development_012,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.063000000023749,verified_success,0.3,400,3,2be5c69c8df8445ebd92a4202c4a7d377f7b85d91315a5c731d2399bebeb5b49,True,18294d31e42b9dd4f673ad6cae1fb94ff973223859c0b9bf63d25ea4a9d8a6a5,64
933d73abbe1cc68aa9b207e9138a11cbcff638a9f62fd3f64ea65a67b3d991ad,40,True,nbldpc_formal_v3_q1024_p30_development_013,2,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,3.64000000001397,verified_success,0.3,400,3,6d32d5432548006ab9f6efbc585ae0e034458c42b187f1a49fe6173c76b2b20f,True,ec05ecd27bda4af8b4056fcebd8066b959533620526d078781937b20a8a74231,64
40892d860c89d21121874a22a3d072b0d65262623e22e4fa87c53b157f99bb2e,40,True,nbldpc_formal_v3_q1024_p30_development_014,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.10899999999674,verified_success,0.3,400,3,8427df23f873015c2c3cfdd2b5f10e5559d757f004790a587ac1f9081ce02bee,True,f5e0da9f6a19440cdc23a55beafdd32fcea2549139242b5f10a82c5dba0b7f1d,64
00c451c933bf2c2328b6d0f5b068ff1c068dfbedba8754751f09fe15b4a7bb93,40,True,nbldpc_formal_v3_q1024_p30_development_015,7,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,11.077999999979511,verified_success,0.3,400,3,a421a73baba68c2a8d57d01142cc94636a0231e2d0cc7bc565c1a0b1aaa055d7,True,079b0238c83c62b97ab8c8ee751a191755c5a809bbbcc8c686710766ed3fa25a,64
c49eda8fa38440d622408f0509efcfeefc70b4943450b1f749965be9bd655078,40,True,nbldpc_formal_v3_q1024_p30_development_016,4,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,6.7810000000172295,verified_success,0.3,400,3,bdaefd6b377d4b390dafb5293f38abd3e2e9e8abff72cd379e556bff8b3ebe0c,True,008765efab2b03bf2ad0204002d7976b01708f1cb89b0f4327cca5966b24fdcc,64
671dbdad2a3e81c236f8d0bea6d83fdad63be74eed362f03be03fddfd0bfcab7,40,True,nbldpc_formal_v3_q1024_p30_development_017,2,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,3.75,verified_success,0.3,400,3,1aa78594f2f656570a9225b897a2a1a4f4488013023d064cc35dc2517e08ae17,True,6d44a98328abc6a91356caed7473ca6511ed382f337f8a51972674b503e4946c,64
ea6b9311cb42c00aa065b8fdcaee67f4e05a1232ca57f6aadacd7a3bb4169e62,40,True,nbldpc_formal_v3_q1024_p30_development_018,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.26600000000326,verified_success,0.3,400,3,343354a3d438643283d3909210b099424068f384e545aa719525f46588bdfa70,True,37a83d2dc459c2d80483d4131cd0ad16dd30dd3162e44a8dd493f882f8b30060,64
983ab0e901cb57a0a98752016803cfc8daa0af3fb0285162701e8af81557daab,40,True,nbldpc_formal_v3_q1024_p30_development_019,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.25,verified_success,0.3,400,3,60b7e32e0a6a0923e54347e32788ba2e4e0af6d66cb1a25085df3bb39737de13,True,f0a1ef1a276e6cc1d21fcb794acbb8ca20908d06800d55dfa3e78d648aa5fd14,64
2606cf0c6465fa02b0df5502eae3898da50ecaa2e35022b220dbee0656506318,40,True,nbldpc_formal_v3_q1024_p30_development_020,3,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.25,verified_success,0.3,400,3,815ab6827dd4526bd57f5ee64d3350267ae70d95f065b07642bc7f93c721d304,True,f036025b6ad739b72c90e17406b90bbfa6b4bbae0b808d026f7ede68e01b15d4,64
0b8731d127cbd654f2399d34ce6b710a4cbc7e5ee28db424109fd3dae6597fc0,40,True,nbldpc_formal_v3_q1024_p30_development_021,4,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,6.76600000000326,verified_success,0.3,400,3,c24da227c5de05f943de3ccb9aca6f79f203cbec42e98d1f294aa7b62262e194,True,3b7991033cbbf4a163e24562557b1d4575d183aeb415e399e952a72f94a51a39,64
526ec5bbb8dc6424cc6a74f4141f333d67a461c20af39091a4abbfb486ff4627,40,True,nbldpc_formal_v3_q1024_p30_development_022,2,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,3.8439999999827705,verified_success,0.3,400,3,a85773fd4cc66d1b3ef102bb7ca4f771de0c227ff97441f242a7e12f800c2e82,True,ea99044e78e6b90dd320f95ef55c1f63963ade59b67206d5bf494ae75245093a,64
d01a07c56dec23b2ed3a10ff30ee61ac900ebeefeda78ed353aa2f52610f35d9,40,True,nbldpc_formal_v3_q1024_p30_development_023,4,464,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,6.76500000001397,verified_success,0.3,400,3,394bd04b4951234d234aaa57a3b061b87d8f3232b7d07d77eec19536c706817e,True,c19364be99af0f87d756c14fcaf6175147e92ed22356393d1abe7c0157ff35fb,64
9d3c31a999551053944e62727f400b176c36371e61744344a93747336e96ba7f,24,True,nbldpc_formal_v3_q1024_p20_development_000,2,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,3.0310000000172295,verified_success,0.2,240,3,e37a85599afce61a021414d38c29cb55a8c2d0bdde01dfa957dc99911e95ac1a,True,b2a4f772f608c2d3d975f9970c0eafb5d401e4a799d6eb1aab44524ecf311ff9,64
7abbd0bd684e23883c48ca814cd3b9097d0614406cd531bdb8b1be0abba223c0,24,True,nbldpc_formal_v3_q1024_p20_development_001,5,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,6.48399999999674,verified_success,0.2,240,3,a065e4a702afa15aaef86d62a1efb94fc660e753aec04f1f508e1091d78503fa,True,46a407103cd488fb0b050e931cbcafc9c733dd0ff6943260884643e457a951b8,64
a5d82e5d56b28193f7f81416f0bbc091c161b9e86b5d0107d28d3e7e3f16bdf0,24,True,nbldpc_formal_v3_q1024_p20_development_002,12,240,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,14.312999999965541,decode_failed,0.2,240,2,da5f8dccc96af7cd4800f5b36e54001ba3a453e7e2f7ef34dc9c21372d2802f3,False,,0
bc92897b2413a9c58612ef63c35e58d66fd5441369a2956aeebdc1dba8e07d2f,24,True,nbldpc_formal_v3_q1024_p20_development_003,2,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,3.125,verified_success,0.2,240,3,f4918067b59fc3e4da826c42b32a51446cf86a1320a641447a293c0b04f43b32,True,f818a63c0848e38defe371ad6fdb6fbde33bf7b346922953b566568881518a19,64
ff23056da0c398a91dc551900bbf59813c32cad9ad86f26f17f0c4a81b98baba,24,True,nbldpc_formal_v3_q1024_p20_development_004,4,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,5.375,verified_success,0.2,240,3,aa70c75cc791da4cfa2677ab7e311736650497ac6d03dc760c2facedd3ac71fa,True,81443ab0d5e4ad1a82ab0c91c3c17ec9d22712972a3bbef97cb757a72bfc412a,64
bc9934f2e57466386eeb8c86dda3c0a6c53e3e968f14770d84ec549c8dbbfcfc,24,True,nbldpc_formal_v3_q1024_p20_development_005,12,240,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,14.327999999979511,decode_failed,0.2,240,2,4924e731aa1a6edb16a5ba88070e738d1183b3e9172e5a570a9664bbb802cb93,False,,0
be956c837206a19c16bdc53abce6895c2e4bde740846b4c02d5600388cf782f6,24,True,nbldpc_formal_v3_q1024_p20_development_006,4,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,5.219000000040978,verified_success,0.2,240,3,a93f695222876a10702b61daa9d2d4722329e258ea5e2d749629c24ab5c0b3b2,True,ce99788e215d043af2cde5ebee7a56035a45cfafd03182039ca34067f6f52f2a,64
1afd4397c8a0f8dc004c0aad99b1d7c78eec5c868552694b4d3ff38181f77c57,24,True,nbldpc_formal_v3_q1024_p20_development_007,12,240,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,13.23499999998603,decode_failed,0.2,240,2,937df09d7c56067f40b055f945783e87ee1b61a752e1b19e3942673480189161,False,,0
c6c5f289bf9a3e344cb23d39dac8021d6d058c5bed5e6663290738589b9a6c5a,24,True,nbldpc_formal_v3_q1024_p20_development_008,2,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,2.8429999999934807,verified_success,0.2,240,3,6a52900e0b4c0047550fb1f233cffc424882ca04880607e9205282ef93e429ce,True,624df0c94902fb10621b9e58608ef747c71954254e2a2d24cbea3c59b3813aab,64
2d1f41c35a1b3b7fb62136d98e17b2ad41aa2754f38c4e38043ff30646477af8,24,True,nbldpc_formal_v3_q1024_p20_development_009,12,240,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,13.452999999979511,decode_failed,0.2,240,2,df0df92b8191e03285866ce62819ae8885a2d0e0b530523fa535b3cc592b7879,False,,0
06a75649b7b4ab93092b6b146539777627467471986b1a46d31208238d7c081b,24,True,nbldpc_formal_v3_q1024_p20_development_010,3,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,3.922000000020489,verified_success,0.2,240,3,eae77c160a5d5c4ab4c6f696dffdc8a722b16c49b533fa56141fcc504f15c84f,True,67e5801bb5cf371e3dab7c0ca6b12051bb04c0d19a421970c2673695e2c9dbb8,64
e0afa85e2dbf97135ac838577d8d0cc09a501333dd70d5b869356455e8164560,24,True,nbldpc_formal_v3_q1024_p20_development_011,4,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,5.282000000006519,verified_success,0.2,240,3,e7453152f46f5543773b07bdd0d81e0bd864fc16e7ac99a1b11f49c6bcc1651c,True,76ba43607f561e46bfdb03184549e90b7d5c4f9ba26b99d77ede21924513fa55,64
3b36160fd10e5f0414c0af26174e64721b536f7fcab32606f64f82708ac1ff7d,24,True,nbldpc_formal_v3_q1024_p20_development_012,5,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,6.342999999993481,verified_success,0.2,240,3,12dadb55571a54a4c8d5e5182e152260cb8f29ddc304852c4bf830b48582951d,True,7ce08bcd6efbc207a7cb29b7377204b280c1d56984ce963a9fe96a17f1af438d,64
73815d579bd766e0700f188dd0d1c381a54342a8fcc0590be93f6e43f4dc3dd5,24,True,nbldpc_formal_v3_q1024_p20_development_013,5,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,6.422000000020489,verified_success,0.2,240,3,5dbeea94dd22c805b10e552cd64247044cce56a22313b93869d84764eea3ccd2,True,56469f4512b573c5224909afd25c6e980c42379824a913e195f142c25b3edc2b,64
7ad19eb2b30e878276ee9daf614544714f2c4c60e984247a54b0db0c40b2bcd5,24,True,nbldpc_formal_v3_q1024_p20_development_014,12,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,14.375,verified_success,0.2,240,3,c70eeb6f3983aeaf40d771e61b744e8498a8f0f8725f5ff71ae7dc134b102443,True,14500ce4dc1ea7a6c0f2fe3ccd1522836ea8b0504d64d7bddf1254ad716b7a5a,64
147593904d469ad0dc6229f3a69093d22e8c0a9f61d96524d46eca8b1bb11da9,24,True,nbldpc_formal_v3_q1024_p20_development_015,5,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,6.48399999999674,verified_success,0.2,240,3,96c0ef92c7e4db7fcdfbab37fbcc83e93c2183348528e03753d33b76ce4e8f0f,True,71e6802c7f8eb2322701e7293689d7579f0088c1d9e1da252fd7c44600aaf6e3,64
51f5354ece7f202cd580f42a355e6667eec9c0b8f6c8c5c87a76c71cb4443324,24,True,nbldpc_formal_v3_q1024_p20_development_016,12,240,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,14.389999999955762,decode_failed,0.2,240,2,5b209e8853c06a13b17c99e9ce088daae18e723d7e3449f9b26878ff3a004267,False,,0
856ad3643c7415d643354214f203c5b74cc0dd7f4a83230c78aab7986628fbae,24,True,nbldpc_formal_v3_q1024_p20_development_017,12,240,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,14.01600000000326,decode_failed,0.2,240,2,f7b7d5e0302009c59f5ea095f27d35f66e7b17667d38dbab5c0895c722b4f232,False,,0
348555a1afaa02ff865391efe6cef99ab9d4481b669e8f91e826cb44321f9fcc,24,True,nbldpc_formal_v3_q1024_p20_development_018,3,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,4.187000000034459,verified_success,0.2,240,3,3b0e0c2f1518a9073967562e604c3c2e6569310f8b478706864948f004bbda21,True,80855d9342bc5cc1aefddf00d98244d3c53ceabbbf568eeae4d954289ac11a6b,64
b1dc0b2fda6fdd7dee12374b7a6314b37d5e08b5c1c1093fda573508bba7665a,24,True,nbldpc_formal_v3_q1024_p20_development_019,2,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,3.062999999965541,verified_success,0.2,240,3,068e7df6278aa459ea0910a9f20eb85a9949f1f3967582fc6046e7836391f9f1,True,74bce76380d5803879be0cd3715ec8bb28f722c4f31585092097a13f258d6198,64
3f01f21a0eff05fbeaf8e748aad302a53392330c0e25ea482d6044c320c8efa9,24,True,nbldpc_formal_v3_q1024_p20_development_020,12,240,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,14.01500000001397,decode_failed,0.2,240,2,25caa33e427ca393b8cc7e4e7d56ab1a158439cee7e1d8f712d3fbfd5d352ee7,False,,0
ccc89e07d2c313c1ef605510c9c5a473c65e761cdaf6af5b7386caa1f69170e1,24,True,nbldpc_formal_v3_q1024_p20_development_021,6,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,7.313000000023749,verified_success,0.2,240,3,cc7a3b5c899cfa697eee4caba5a1fe5d490185f7ea144a7a82ea8423fb747be9,True,3dd308afae1d1980fd7df472be1c916e1bf8970be993a10606914a3b2a344cf1,64
a419d063756b8d2c60909fe06b5c7219b435651c053241a871a0f09e9018df9a,24,True,nbldpc_formal_v3_q1024_p20_development_022,12,240,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,14.155999999959022,decode_failed,0.2,240,2,9d757154795fe55d03224577af0468677aab30e32bff39ec7acb374a301680f5,False,,0
ea2400bea17457f6b5f71ff7b35d7df23858641d1f329a2cbfc97e51d5c9b16c,24,True,nbldpc_formal_v3_q1024_p20_development_023,3,304,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,703,development,3.9380000000237487,verified_success,0.2,240,3,ab078f49788b382ac870cc2147cc825aeea167f61860d52d28db47b47cff2c84,True,2fa574776b2248cf3383a6c4dd787c84da9dc8271f963adbd411d256a73a9df4,64
897405c0221a591fe06be1f9f3e36a1e97f2e5ab9846e6bc2f2fdaef823cb06d,32,True,nbldpc_formal_v3_q1024_p30_development_000,12,320,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,15.202999999979511,decode_failed,0.3,320,2,1def83ddff0327fc7ee49cb3d024f50ec80c60b2389744f3f8f65b9c03568184,False,,0
83ddb6e56d8127f27a1600fcd30c37bf2592892fc356399267202596c2043523,32,True,nbldpc_formal_v3_q1024_p30_development_001,12,320,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,16.15600000001723,decode_failed,0.3,320,2,1ae3df7a407168173682761f22f9b77b0270f2b43cf862b949f02502cb2ccd7e,False,,0
4efd5e4b957eead33499afcf0d2d5a6f942d36244f22c41b98c3c3a500e3d681,32,True,nbldpc_formal_v3_q1024_p30_development_002,12,320,4e88e70ee285fd1a37e2ef62505edbf8411195cf14e2ec9cf0896999cfdac693,0,0,development,16.51600000000326,decode_failed,0.3,320,2,50e5c1bb3ecff25c46272247d561305f211e7bdede1c48d0714de83520bdad22,False,,0
